Author,Art,Sale date,Price,Provenance,Sign,Technique and performance material,Size,Image,Estimate,Report,Description,Tried url
Amedeo Modigliani,Nu assis sur un divan,11.02.2010,"68,962,496","Leopold Zborowski, Paris (acquired from the artist)
Dr. Raymond-Jacques Sabouraud, Paris (most likely acquired from the above and until his death in 1937)
Georges Renand, Paris (probably acquired through a dealer from the estate of the above, and sold: Drouot-Montaigne, Paris, November 20, 1987, lot 6)
Private Collection, Asia (sold: Sotheby's, New York, November 11, 1999, lot 125)
Acquired at the above sale by the present owner
Zürich, Kunsthaus, Italienische Maler, 1927, no. 106
Paris, Galerie Charpentier, Cent chefs-d'oeuvre des peintres de l'Ecole de Paris, 1946
Paris, Galerie Charpentier, Cent chefs-d'oeuvre d'art francais, 1947, illustrated in color in the catalogue
Paris, Musée national d'Art Moderne, L'Art Moderne Italien, 1950, no. 49 (titled Nu assis)
Rome, VI Quadriennale Nazionale d'Arte, Amedeo Modigliani, 1951-52, no. 13
Tokyo; Osaka; Sapporo; Nagoya, Mitsukoshi, La Ruche-Ecole de Paris et Montparnasse, 1978, no. 56
Paris, Musée Jacquemart-André, La Ruche et Montparnasse, 1978-79, no. 94
Paris, Musée d'Art Moderne de la Ville de Paris, Amedeo Modigliani, 1981, no. 54, illustrated in color in the catalogue (titled Nu assis sur un divan, La Belle Romaine)
Düsseldorf,
READ MORE
Maurice de Vlaminck, ""Modigliani,"" L'Art Vivant, Paris, 1925
""Gemälde von Modigliani,"" Deutsche Kunst und Dekoration, Darmstadt, July 1925, illustrated
André Salmon, Modigliani, sa vie et son oeuvre, Paris, 1926, illustrated pl. 6
Mark Schwartz, Modigliani, Paris, 1927, illustrated pl. XI
Arthur Pfannstiel, Modigliani, Paris, 1929, catalogued p. 24
Michel Georges-Michel, Les Montparnos, Paris, 1929 (revised edition), illustrated p. 189
""Amedeo Modigliani,"" Deutsche Kunst und Dekoration, Darmstadt, January 1931, illustrated p. 245
René Huyghe, French paintings, the Contemporaries, Paris, 1940, illustrated pl. 6
Georges Besson, 1900-1940, Amplepuis-Rhône, 1944, illustrated pl. 18
Rafaello Franchi, Modigliani, Florence, 1944, ilustrated pl.
READ MORE
Nu assis sur un divan (La Belle Romaine) exemplifies Modigliani's conquest of the nude, a subject that is considered his greatest accomplishment in painting.  Continuing the tradition of Botticelli's Venus, Velazquez's Rokeby Venus, Ingres' Baigneuse turque and Manet's Olympia, it ranks among the definitive nudes in the history of Western art.  
Few pictures explore the pleasures of the flesh with such candor, intimacy and immediate appeal.   Modigliani believed that ""to paint a woman is to possess her.""    Indeed, her availability to engage with us is undeniable, with her rosy thigh projecting into the foreground.  The tilt of her head, piled with lustrous black hair, the strained exposure of the neck, the arch of her brow and
READ MORE
","Signed Modigliani (lower right)
",Oil on canvas,100 by 65 cm,https://sothebys-com.brightspotcdn.com/dims4/default/6966b23/2147483647/strip/true/crop/2000x2000+0+0/resize/212x212!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot-migration.s3.amazonaws.com%2F79%2F8c%2F5f%2Ff14ceb148e3433dcc859f6556c530dc8e084d93809cda84b3552e74e0e%2Fn08675-7-lr-1.jpg,-,Found,"Signed Modigliani (lower right)
Oil on canvas
39 3/8 by 25 5/8 in.
100 by 65 cm
Painted in 1917.",
Mark Rothko,Untitled,05.13.2014,"66,245,000","Executed circa 1946, this work is being considered for inclusion in the forthcoming Mark Rothko Online Resource and Catalogue Raisonné of works on paper, compiled by the National Gallery of Art, Washington.
Nancy and Jesse Weisman, New York (gift of the artist)
Private Collection, New York (gift of the above to the present owner in 1994)
Ridgefield, The Aldrich Museum of Contemporary Art, Mysterious and Magical Realism, April - August 1980, cat. no. 54
Mark Rothko is among the pantheon of artists whose ability to evoke universal truths through painting has fundamentally shifted our visual culture. Gifted by the artist to the Weisman family in a gesture of friendship and remaining in the family since then, Untitled (Nude) and Untitled (Underwater Series) embody two crucial stages in the artist’s creative growth, acting as pivotal exemplars in the development of Rothko’s voice in New York’s mid-century artistic firmament. Rothko met the late Jesse Weisman in the 1930s and the two became trusted friends, sharing summer rental houses in Mahopac, NY on their family vacations with their wives and children. As Jesse’s daughter, Susan Weisman McGee, recalls, “when my brother, Peter, was young and the Rothkos would come over to visit, Mark would sit Peter on his lap and draw pictures of cowboys and Indians.”
READ MORE
","signed
",gouache on paper,28.3 by 40.6 cm,https://sothebys-com.brightspotcdn.com/dims4/default/f6874e8/2147483647/strip/true/crop/2000x1398+0+0/resize/212x148!/quality/90/?url=https%3A%2F%2Fsothebys-com.brightspotcdn.com%2F28%2F1d%2F54%2Fff70bbcfec260eda96ef2de20490f1ffbefbd0f575c0f5e274dc02a968%2F699n09909-9y2gb.jpg,"200,000",Found,"signed
gouache on paper
11 1/8 by 16 in. 28.3 by 40.6 cm.",
Qi Baishi,Eagle standing on pine tree,05.22.2011,"65,532,112",,,,,,,Not Found,,https://www.sothebys.com/en/search-results.html?query=Qi Baishi Eagle standing on pine tree&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past
Edouard Manet,Le Printemps,11.05.2014,"65,125,000",,,,,,,Not Found,,https://www.sothebys.com/en/search-results.html?query=Edouard Manet Le Printemps&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past
Andy Warhol,Men in Her Life,11.08.2010,"63,362,500",,,,,,,Not Found,,https://www.sothebys.com/en/search-results.html?query=Andy Warhol Men in Her Life&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past
Andy Warhol,Race Riot,05.13.2014,"62,885,000",,,,,,,Not Found,,https://www.sothebys.com/en/search-results.html?query=Andy Warhol Race Riot&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past
Wang Meng,Landscape,06.04.2011,"62,118,992",,,,,,,Not Found,,https://www.sothebys.com/en/search-results.html?query=Wang Meng Landscape&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past
Vincent van Gogh,"Nature morte, vase aux marguerites et coquelicots",11.04.2014,"61,765,000","The authenticity of this work has been confirmed by the Van Gogh Museum, Amsterdam.
(probably) Dr. Paul Gachet, Auvers-sur-Oise
Gaston Alexandre Camentron, Paris
Paul Cassirer, Berlin (acquired from the above in November 1911) 
Antoine Albert, Wiesbaden (acquired in 1914)
Mrs. A. Albert, Munich (widow of the above; acquired in 1918)
Georg Caspari, Munich
M. Knoedler & Co., Inc., London (acquired on April 24, 1926)
James Carstairs, Philadelphia (acquired in December 1926)
M. Knoedler & Co., Inc., New York (acquired in October 1928)
Anson Conger Goodyear, Long Island, New York (acquired in October 1928)
George F. Goodyear, Buffalo, New York (acquired by decent from the above in December 1941)
Albright Knox Art Gallery, Buffalo, New York  (acquired in part from the above)
Acquired by the present owner from the Goodyear family in 1991
Berlin, Paul Cassirer, Vincent van Gogh, 1914, lot 27a
New York, The Museum of Modern Art, First Loan Exhibition: Cézanne-Gauguin-Seurat-van Gogh, 1929,  illustrated pl. 92
Buffalo, Albright Art Gallery, Catalogue of Exhibition Commemorating the Twenty Fifth Anniversary: An International Group of Paintings of Flowers, 1930, no. 67 (titled Flowers-Still Life)
New York, The Museum of Modern Art, Modern Works of Art: Fifth Anniversary Exhibition, 1934-35, no. 15 (titled Poppies)
New York, The Museum of Modern Art ; Philadelphia, Pennsylvania Museum of Art; Boston, Museum of Fine Arts; Cleveland, Museum of Art; San Francisco, Palace of the Legion of Honor; Kansas City, The William Rochill Nelson Gallery of Art; Minneapolis, The Institute of Arts; Chicago, The Art Institute; Detroit, Institute of Arts;
READ MORE
Julius Meier-Graefe, Vincent van Gogh, Munich, 1918, illustrated p. 11 (titled Blumenstrauss)
Jacob-Baart de la Faille, L’Oeuvre de Vincent van Gogh, Paris and Brussels, 1928, vol. I no. 280, catalogued p. 82; vol. II, illustrated pl. 77 (dated incorrectly Epoque de Paris)
“Fruits & Flowers: Spring in the Capital,” The Art News, New York, April 2, 1938, illustrated p. 11 (titled Poppies)
Jacob-Baart de la Faille, The Works of Vincent van Gogh: His Painting and Drawings, Amsterdam, 1970, no. 280 , pp 309 and 622 illustrated, p. 308 (titled Still life Vase with Daises and Poppies)
Paul Aletrino, Tout van Gogh, 1888-1890, La Peinture, Paris, 1982, no. 67, illustrated p. 80 (titled Fleurs de Champs)
Alain Mothe, Vincent van Gogh à Auvers-sur-Oise,
READ MORE
Teeming with visual drama and emotion, Van Gogh's richly-colored bouquet of wildflowers exemplifies the creative genius of the artist at the culmination of his career.  Depicting a bounty of sensory splendor from the fields of Auvers, this important picture captures the artist at the height of his mania and only weeks before his tragic end.  It was during this period that Van Gogh painted the most powerful pictures of his career, including his legendary Portrait of Dr. Paul Gachet and Wheat Fields with Crows.  An expressive masterwork, Nature morte, Vase aux marguerites et coquelicots transcends the boundaries of its genre and offers an insightful psychological profile.
The present composition was painted in mid-June 1890 in Auvers-sur Oise, the town where the artist settled following his release from the asylum at St-Rémy in May 1890.
READ MORE
",-,-,66 by 51 cm,https://sothebys-com.brightspotcdn.com/dims4/default/9b21666/2147483647/strip/true/crop/1520x2000+0+0/resize/161x212!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot-migration.s3.amazonaws.com%2F14%2Fa0%2F30%2F15757af58306a567c2ac4c0a783a1c34b2a2147e612d42a3134b669289%2F479n09219-7kdy6-web.jpg,"30,000,000",Found,"Oil on canvas
26 by 20 1/8 in.
66 by 51 cm
Painted on June 16-17, 1890.",
Clyfford Still,1949-A-No. 1,11.09.2011,"61,682,500","Acquired from the estate of the artist by Mrs. Patricia Still (PH-89)
San Francisco, Private Showing, 1949
Buffalo, Albright Art Gallery, The Buffalo Arts Academy, Paintings by Clyfford Still, November – December 1959, cat. no. 39
New York, Metropolitan Museum of Art, Clyfford Still, November 1979 – February 1980, cat. no. 10, p. 77, illustrated in color and illustrated in color on the dust jacket

","signed and dated Clyfford 49; signed and titled 1949-A twice on the reverse
",oil on canvas,236.2 x 200.7 cm,https://sothebys-com.brightspotcdn.com/dims4/default/7875c78/2147483647/strip/true/crop/3386x4000+0+0/resize/179x212!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot-migration.s3.amazonaws.com%2Fc0%2F48%2Ff8%2Fb5bd2d15ea5b0ef25b0236acf473c27219b77844fc1f94600f4eebf172%2F163n08791-68hyl.jpg,"25,000,000",Found,"signed and dated Clyfford 49; signed and titled 1949-A twice on the reverse
oil on canvas
93 x 79 in. 236.2 x 200.7 cm.",
Paul Cézanne,"Rideau, cruchon et compotier",05.10.1999,"60,502,500",,,,,,,Not Found,,"https://www.sothebys.com/en/search-results.html?query=Paul Cézanne Rideau, cruchon et compotier&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past"
Kasimir Severinovich Malevich,Suprematist Composition,11.03.2008,"60,002,500",,,,,,,Not Found,,https://www.sothebys.com/en/search-results.html?query=Kasimir Severinovich Malevich Suprematist Composition&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past
Jeff Koons,Balloon dog,11.12.2013,"58,405,000",,,,,,,Not Found,,https://www.sothebys.com/en/search-results.html?query=Jeff Koons Balloon dog&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past
Jackson Pollock,Number 19,05.15.2013,"58,363,752","Betty Parsons Gallery, New York
Dwight Ripley, Greenport, New York
Sidney Janis Gallery, New York
Christie's, New York, November 3, 1987, lot 15
Acquired by the present owner from the above
New York, Betty Parsons Gallery, Jackson Pollock Painting, November - December 1949
New York, Sidney Janis Gallery, A Selection of 20th Century Art of Three Generations, November - December 1964, cat. no. 27, illustrated
New York, The Museum of Modern Art; Los Angeles County Museum of Art, Jackson Pollock, April - September 1967, cat. no. 41
Francis V. O'Connor and Eugene V. Thaw, Jackson Pollock: A Catalogue Raisonné of Paintings, Drawings, and Other Works, Volume 2, Paintings, 1948-1955, New Haven and London, 1978, cat. no. 224, illustrated
The late 1940s witnessed the emergence of the New York school of Abstract Expressionism as a historic movement that both celebrated the groundbreaking schools of Modernism and forged a uniquely independent departure into new territories of artistic expression.  Jackson Pollock gained recognition as a modern master largely due to his revolutionary drip paintings.  Pollock had spent two years formulating and evolving the drip paintings in the Long Island barn that was his studio and by 1949 the breakthrough technique was perfected.  Number 26, 1949, in its perfect balance between figuration and abstraction, abandon and control, is an example of Pollock’s assured command of his innovative technique.
Prior to moving to Long Island in 1945, the most apocryphal moment in Pollock’s career was the creation of the mural painting commissioned by his dealer,
READ MORE
","signed and dated 49
",enamel on canvas,58.7 x 35.9 cm,https://sothebys-com.brightspotcdn.com/dims4/default/d3d2f16/2147483647/strip/true/crop/2000x2000+0+0/resize/212x212!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot-migration.s3.amazonaws.com%2Fde%2F9e%2Fad%2Fe52342f017fc1e9a56193679410f7b31dfba79403c18e252266665ae3d%2Fn08317-51-lr-1.jpg,"3,500,000",Found,"signed and dated 49
enamel on canvas
23 1/8 x 14 1/8 in. 58.7 x 35.9 cm.",
Andy Warhol,Coca-Cola,11.12.2013,"57,285,000",,,,,,,Not Found,,https://www.sothebys.com/en/search-results.html?query=Andy Warhol Coca-Cola&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past
Juan Gris,Nature morte à la nappe à carreaux,02.04.2014,"57,006,496",,,,,,,Not Found,,https://www.sothebys.com/en/search-results.html?query=Juan Gris Nature morte à la nappe à carreaux&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past
Mark Rothko,Untitled,05.15.2014,"56,165,000","Executed circa 1946, this work is being considered for inclusion in the forthcoming Mark Rothko Online Resource and Catalogue Raisonné of works on paper, compiled by the National Gallery of Art, Washington.
Nancy and Jesse Weisman, New York (gift of the artist)
Private Collection, New York (gift of the above to the present owner in 1994)
Ridgefield, The Aldrich Museum of Contemporary Art, Mysterious and Magical Realism, April - August 1980, cat. no. 54
Mark Rothko is among the pantheon of artists whose ability to evoke universal truths through painting has fundamentally shifted our visual culture. Gifted by the artist to the Weisman family in a gesture of friendship and remaining in the family since then, Untitled (Nude) and Untitled (Underwater Series) embody two crucial stages in the artist’s creative growth, acting as pivotal exemplars in the development of Rothko’s voice in New York’s mid-century artistic firmament. Rothko met the late Jesse Weisman in the 1930s and the two became trusted friends, sharing summer rental houses in Mahopac, NY on their family vacations with their wives and children. As Jesse’s daughter, Susan Weisman McGee, recalls, “when my brother, Peter, was young and the Rothkos would come over to visit, Mark would sit Peter on his lap and draw pictures of cowboys and Indians.”
READ MORE
","signed
",gouache on paper,28.3 by 40.6 cm,https://sothebys-com.brightspotcdn.com/dims4/default/f6874e8/2147483647/strip/true/crop/2000x1398+0+0/resize/212x148!/quality/90/?url=https%3A%2F%2Fsothebys-com.brightspotcdn.com%2F28%2F1d%2F54%2Fff70bbcfec260eda96ef2de20490f1ffbefbd0f575c0f5e274dc02a968%2F699n09909-9y2gb.jpg,"200,000",Found,"signed
gouache on paper
11 1/8 by 16 in. 28.3 by 40.6 cm.",
Roy Lichtenstein,Woman with Flowered Hat,05.15.2013,"56,123,752","Private collection, San Francisco
","titled, signed, dated 1970 and numbered 44/100
",silkscreen on canvas,18.8 by 15.6 cm,https://sothebys-com.brightspotcdn.com/dims4/default/9cdb882/2147483647/strip/true/crop/2000x2000+0+0/resize/212x212!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot-migration.s3.amazonaws.com%2F7b%2Ff3%2F13%2F39346e736372ff27f5fcb09a5f8897ec144581cdcfa3cf44376d54f0f5%2Fn08423-31-lr-1.jpg,"12,000",Found,"titled, signed, dated 1970 and numbered 44/100
silkscreen on canvas
7 3/8 by 6 1/8 in.
18.8 by 15.6 cm.",
Pablo Picasso,Femme aux bras croisés,11.08.2000,"55,006,000",,,,,,,Not Found,,https://www.sothebys.com/en/search-results.html?query=Pablo Picasso Femme aux bras croisés&refinementList%5Btype%5D%5B0%5D=Lot&timeframe=past
Claude Monet,Nymphéas,06.23.2014,"53,982,180","This painting has been requested by Dr Ann Dumas for the exhibition Painting the Modern Garden: From Monet to Matisse to be held at the Cleveland Museum of Art, Cleveland and the Royal Academy of Arts, London, scheduled from 10th October 2015 to 11th April 2017.
Galerie Durand-Ruel & Galerie Bernheim-Jeune, Paris (jointly acquired from the artist in June 1909)
Galerie Durand-Ruel, Paris (acquired from the above in June 1909)
Paul Durand-Ruel, Paris (acquired from the above)
Private Collection, France (by descent from the above in 1928)
Sale: Christie's, New York, 8th May 2000, lot 21
Purchased at the above sale by the present owner
Paris, Galerie Durand-Ruel, Les nymphéas, series de paysages d'eau par Claude Monet, 1909, no. 14
Berlin, Galerie Paul Cassirer, Zwanzigste Ausstellung der Berliner Secession, 1910, no. 174
Paris, Galerie Georges Petit, Claude Monet, 1924, no. 51
Paris, Galerie Durand-Ruel, Monet, 1928, no. 73
Belgrade, Musée du Prince Paul, La peinture française au XIXe siecle, 1939, no. 83
Paris, Galerie Durand-Ruel, Claude Monet, 1959, no. 56
New York, The Museum of Modern Art & Los Angeles, Los Angeles County Museum of Art, Seasons and Moments, 1960, no. 107
Paris, Musée National d'Art Moderne, Les sources du XXe siècle en Europe, 1960-61, no. 474
Stockholm, Nationalmuseum, La Douce France, 1964, no. 38
Paris, Galerie Durand-Ruel, Claude
READ MORE
Claude-Roger Marx, 'Les nymphéas de M. Claude Monet', in Gazette des Beaux-Arts, June 1909, illustrated p. 527
Arsène Alexandre, 'Une grande exposition Monet', in Le Figaro, 7th January 1928, mentioned p. 3
Paul Fierens, 'Les petites expositions', in Journal des Débats, 10th January 1928, mentioned p. 4
Lionello Venturi, Les archives de l’impressionnisme, Paris, 1939, vol. I, mentioned pp. 422-425
Denis Rouart, Jean-Dominique Rey & Robert Maillard, Nymphéas ou les miroirs du temps, Paris, 1972, illustrated in colour p. 30; illustrated p. 159
François Daulte, 'Une exposition a Tokyo en apprend plus sur Claude Monet et ses sympathies avec l'art japonais', in Connaissance des Arts, June 1973, illustrated pp. 122-129
Daniel Wildenstein, Claude Monet, biographie et catalogue
READ MORE
Claude Monet’s Nymphéas are amongst the most iconic and celebrated Impressionist paintings. The profound impact the series has made on the evolution of Modern Art marks them out as Monet’s greatest achievement. The famous lily pond in his garden at Giverny provided the subject matter for most of his major late works, recording the changes in his style and his constant pictorial innovations. The present work, which dates from 1906, is a powerful testament to Monet’s enduring vision and creativity in his mature years. Monet’s Nymphéas from 1905-1907 are triumphantly achieved monuments of colour; the water reflects the skies’ shifting hues and the lilies themselves are elegant touches of paint applied with bravura. As Daniel Wildenstein notes, all the works created in 1906 were painted from the same spot, and took an especially close up view of the pond, with a number of water
READ MORE
","signed Claude Monet and dated 1906 (lower right)
",oil on canvas,88.5 by 100cm,https://sothebys-com.brightspotcdn.com/dims4/default/13871b0/2147483647/strip/true/crop/2000x1779+0+0/resize/212x189!/quality/90/?url=http%3A%2F%2Fsothebys-brightspot-migration.s3.amazonaws.com%2F31%2F41%2F37%2F419733909be417db529bc748c83fc1518622893c0370803806b9237a13%2F818l14006-7bddw-web.jpg,"20,000,000",Found,"signed Claude Monet and dated 1906 (lower right)
oil on canvas
88.5 by 100cm.
34 3/4 by 39 3/8 in.
Painted in 1906.",
